Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Poster;Internet Movie Database;Rotten Tomatoes;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;Win;Metacritic;Nomination;Oscar
The Golden Boys;2008;PG;16 Nov 2008;97 min;Comedy, Romance;Daniel Adams;Daniel Adams, Joseph C. Lincoln;David Carradine, Rip Torn, Bruce Dern;A romantic comedy, set on Cape Cod in 1905, about three 70-year-old retired sea captains who try to lure an attractive middle-aged woman into marriage.;English;United States;https://m.media-amazon.com/images/M/MV5BMjA0MjcwMzk1NF5BMl5BanBnXkFtZTcwMzk0Njg0Mg@@._V1_SX300.jpg;6.0/10;0,28;N/A;60;531;tt0882969;movie;18 Aug 2009;$43,600;N/A;N/A;DOÐRU;;;1;
How About You;2007;Not Rated;16 Nov 2007;87 min;Comedy, Drama;Anthony Byrne;Maeve Binchy, Jean Pasley;Joss Ackland, Hayley Atwell, Orla Brady;HOW ABOUT YOU tells the story of Ellie, a young woman left in charge of the residential home run by her older sister, over the Christmas period. Whilst most of the residents have left to spend the festive period with their families, four residents, known as 'the hardcore' remain. Their behavior is so terrible that the home faces closure as potential new residents are put off by their appalling antics.;English;Ireland;https://m.media-amazon.com/images/M/MV5BYjhiYjVjY2UtOWEwYi00ODc0LTk5Y2ItZjc3ZDU5MTAxZmEyXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg;6.08.2010;0,64;50;68;1,726;tt0887745;movie;02 Dec 2008;$78,234;N/A;N/A;DOÐRU;;50/100;;
Kirschblüten - Hanami;2008;Unrated;6.Mar.08;127 min;Drama, Romance;Doris Dörrie;Doris Dörrie;Elmar Wepper, Hannelore Elsner, Aya Irizuki;When Trudi learns that her husband Rudi is dangerously ill, she suggests visiting their children in Berlin without telling him the truth. As Franzi and Karl don't care much about their parents, Trudi and Rudi go to the Baltic Sea, where Trudi suddenly dies. Rudi is thrown out of gear, even more when he learns that his wife wanted to live a totally different life in Japan...;German, English, Japanese;Germany;https://m.media-amazon.com/images/M/MV5BODljZDBlYWQtZGJlZC00MWFiLWJlMDItMTdkOTMyNmY5NDlhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg;7.06.2010;0,79;62;76;5,833;tt0910559;movie;09 Jun 2009;$104,589;N/A;N/A;DOÐRU;8;62/100;8;
O' Horten;2007;PG-13;26 Dec 2007;90 min;Comedy, Drama;Bent Hamer;Bent Hamer, Harold Manning;Baard Owe, Espen Skjønberg, Ghita Nørby;"A picaresque tale. Odd Horton is dependable and contained: he's a train engineer retiring after 40 years of service, living a simple life. His idea of adventure is to fly from one city in Norway to another. Starting on the night of his retirement dinner, Odd has a series of dislocating experiences: a boy insists that Odd sit by his bedside while he falls asleep; misadventure causes Odd to miss his last run; he witnesses an arrest; he assists an old man and makes a friend; he takes a trip with a blindfolded driver; he adopts a dog; he takes stock late one night at the roundhouse; he revisits his mother's disappointment in him. How should he live the rest of his life?";Norwegian;Norway, Germany, France, Denmark;https://m.media-amazon.com/images/M/MV5BMTMxNTE0NzgyMl5BMl5BanBnXkFtZTcwMTIxNzMwMg@@._V1_SX300.jpg;6.07.2010;0,91;78;67;3,836;tt0962774;movie;22 Sep 2009;$302,232;N/A;N/A;DOÐRU;8;78/100;18;
The Father;2020;PG-13;26 Feb 2021;97 min;Drama, Mystery;Florian Zeller;Christopher Hampton, Florian Zeller;Anthony Hopkins, Olivia Colman, Mark Gatiss;Having just scared off his recent caregiver, Anthony, an ailing, octogenarian Londoner gradually succumbing to dementia, feels abandoned when concerned Anne, his daughter, tells him she's moving to Paris. Confused and upset, against the backdrop of a warped perspective and his rapid, heart-rending mental decline, Anthony is starting to lose his grip on reality, struggling to navigate the opaque landscape of present and past. Now, as faded memories and glimpses of lucidity trigger sudden mood swings, dear ones, Anthony's surroundings, and even time itself become distorted. Why has his younger daughter stopped visiting? Who are the strangers that burst in on Anthony?;English;United Kingdom, France;https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg;8.03.2010;0,98;88;83;107,312;tt10272386;movie;25.Mar.21;$2,122,771;N/A;N/A;DOÐRU;27;88/100;140;2
Wolke 9;2008;R;04 Sep 2008;98 min;Drama, Romance;Andreas Dresen;Andreas Dresen, Jörg Hauschild, Laila Stieler;Ursula Werner, Horst Rehberg, Horst Westphal;A romantic drama about an old woman in her mid-60s who enters into an affair after 30 years of marriage.;German;Germany;https://m.media-amazon.com/images/M/MV5BMTM1MTQ5NTI1Ml5BMl5BanBnXkFtZTcwMzc1MzY3Mg@@._V1_SX300.jpg;6.07.2010;0,89;64;67;1,507;tt1037228;movie;28 Jul 2009;$91,675;N/A;N/A;DOÐRU;9;64/100;5;
Song for Marion;2012;PG-13;22 Feb 2013;90 min;Comedy, Drama, Music;Paul Andrew Williams;Paul Andrew Williams;Terence Stamp, Gemma Arterton, Christopher Eccleston;"""Song for Marion"", a London-set comedic drama, is about shy, grumpy pensioner Arthur who is reluctantly inspired by his beloved wife Marion to join a highly unconventional local choir. At odds with his son James, it is left to charismatic choir director Elizabeth to try and persuade Arthur that he can learn to embrace life. Arthur must confront the undercurrents of his own grumbling persona as he embarks on a hilarious, life-affirming journey of musical self discovery.";English;United Kingdom, Germany;https://m.media-amazon.com/images/M/MV5BMTY5MjA5NzExM15BMl5BanBnXkFtZTcwMDE5NzU2OQ@@._V1_SX300.jpg;7.0/10;0,65;57;70;7,562;tt1047011;movie;24 Sep 2013;$1,702,668;N/A;N/A;DOÐRU;3;57/100;8;
Murmur;2019;N/A;21 Jul 2020;84 min;Drama;Heather Young;Heather Young;Andria Edwards, Shan MacDonald;"Donna has recently been convicted of ""Driving While Impaired"" and is ordered to perform community service at the local animal shelter. When an elderly dog is scheduled to be euthanized, Donna decides to take the dog home and quickly realizes his companionship can ease her loneliness. To fill the emptiness she feels, Donna begins to take home more and more animals and she is soon in over her head.";English;Canada;https://m.media-amazon.com/images/M/MV5BODdhOWY5MjItZmY4MC00MTVjLTgwNzAtZTNkYTYxZWQ3MGFhXkEyXkFqcGdeQXVyMjI0NTIyMTQ@._V1_SX300.jpg;6.01.2010;;N/A;61;156;tt10475900;movie;N/A;N/A;N/A;N/A;DOÐRU;9;;7;
Up;2009;PG;29.May.09;96 min;Animation, Adventure, Comedy;Pete Docter, Bob Peterson;Pete Docter, Bob Peterson, Tom McCarthy;Ed Asner, Jordan Nagai, John Ratzenberger;As a boy, Carl Fredricksen wanted to explore South America and find the forbidden Paradise Falls. About 64 years later he gets to begin his journey along with Boy Scout Russell by lifting his house with thousands of balloons. On their journey, they make many new friends including a talking dog, and figure out that someone has evil plans. Carl soon realizes that this evildoer is his childhood idol.;English;United States;https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX300.jpg;8.02.2010;0,98;88;82;982,119;tt1049413;movie;10 Nov 2009;$293,004,164;N/A;N/A;DOÐRU;79;88/100;87;2
Minari;2020;PG-13;12 Feb 2021;115 min;Drama;Lee Isaac Chung;Lee Isaac Chung;Steven Yeun, Yeri Han, Alan S. Kim;Yearning to own a small patch of land and be more than a chicken sexer, the ambitious paterfamilias, Jacob Yi, relocates his Korean-American family: sceptical wife, Monica, and their children, David and Anne, from California to 1980s rural Arkansas, to start afresh and capture the elusive American Dream. However, new beginnings are always challenging, and to find out what is best for the family, let alone start a 50-acre farm to grow and sell Korean fruits and vegetables, is easier said than done. But, amid sincere promises, cultural unease, fleeting hopes, and the ever-present threat of financial disaster, Jacob is convinced that he has found their own slice of Eden in the rich, dark soil of Arkansas. Can grandma Soonja's humble but resilient minari help the Yi family figure out their place in the world?;Korean, English;United States;https://m.media-amazon.com/images/M/MV5BNWEzOTNjNDgtZDhhYS00ODAxLWIzNGMtYjU3OGZhYmI3ZDU4XkEyXkFqcGdeQXVyMTAzNjk5MDI4._V1_SX300.jpg;7.05.2010;0,98;89;75;64,598;tt10633456;movie;26 Feb 2021;$3,110,580;N/A;N/A;DOÐRU;108;89/100;217;1
Beyaz Melek;2007;N/A;16 Nov 2007;115 min;Drama;Mahsun Kirmizigül;Mahsun Kirmizigül;Aziz Acar, Cansu Aktay, Sarp Apak;Mala Ahmet, the old leader of a Turkish tribe is suffering from cancer. While running away from the compulsory chemotherapy in the hospital he suddenly finds himself in a nursery home where he is confronted with a different but cruel culture of life: The old people are left alone to their destiny while they wait for their death to come, whereas old people of his own village in the south-east, are treated with utmost care and tenderness by their relatives.;Turkish;Turkey;https://m.media-amazon.com/images/M/MV5BMTg1MDI1NDAzMF5BMl5BanBnXkFtZTgwODMwODc0NDE@._V1_SX300.jpg;6.04.2010;;N/A;64;6,973;tt1064931;movie;N/A;N/A;N/A;N/A;DOÐRU;3;;7;
The Secrets of Jonathan Sperry;2008;PG;18 Sep 2009;96 min;Drama, Family;Rich Christiano;Dave Christiano, Rich Christiano;Gavin MacLeod, Jansen Panettiere, Robert Guillaume;In 1970 a 75-year-old man named Jonathan Sperry starts mentoring three boys - Dustin, Albert, and Mark - to follow the Lord.;English;United States;https://m.media-amazon.com/images/M/MV5BMTc3NjMzNDA1OV5BMl5BanBnXkFtZTcwNjQ4Nzc4Mg@@._V1_SX300.jpg;6.08.2010;;N/A;68;1,445;tt1070858;movie;4.May.10;$1,355,079;N/A;N/A;DOÐRU;;;;
Still Walking;2008;Not Rated;28 Jun 2008;115 min;Drama;Hirokazu Koreeda;Hirokazu Koreeda;Hiroshi Abe, Yui Natsukawa, You;Still Walking is a family drama about grown children visiting their elderly parents, which unfolds over one summer day. The aging parents have lived in the family home for decades. Their son and daughter return for a rare family reunion, bringing their own families with them. They have gathered to commemorate the tragic death of the eldest son, who drowned in an accident fifteen years ago. Although the roomy house is as comforting and unchanging as the mother's homemade feast, everyone in the family has subtly changed.;Japanese;Japan;https://m.media-amazon.com/images/M/MV5BOWEzMGIyNWUtZTMzMS00NGY2LTllZWYtMjgwZjRkYWY2NTFkXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_SX300.jpg;8.0/10;1;89;80;15,254;tt1087578;movie;08 Feb 2011;$167,047;N/A;N/A;DOÐRU;11;89/100;8;
That Evening Sun;2009;PG-13;16.Mar.09;109 min;Drama;Scott Teems;Scott Teems, William Gay;Hal Holbrook, Barlow Jacobs, Mia Wasikowska;An aging farmer fights to keep the home that is rightfully his after fleeing from a nursing home and discovering that his son has leased the family farm to his old nemesis. Placed in a nursing home by his son and promptly forgotten, Abner Meecham (Hal Holbrook) realized that waiting to die was no way to live. Determined to enjoy his last days, Abner packed his bags and set his sights on the family farm. At least there he could die on his own land, in familiar surroundings. But Abner is in for a rude awakening, because upon returning home he discovers that his son has leased the farm to Lonzo Choat. Abner never cared much for Lonzo, and when Lonzo refuses to leave, Abner takes up residence in an old tenant shack on the property. Before long, their dispute becomes volatile, each man believing himself to be in the right, and refusing to back down from his position. Betrayed by his son and haunted by dreams of his beloved deceased wife, Abner draws a line in the sand in an attempt to reclaim his life. As threats are made and tension begins to brew, it's only a matter of time before the situation turns savage.;English;United States;https://m.media-amazon.com/images/M/MV5BMjIzNDM3OTIyMV5BMl5BanBnXkFtZTcwNzc4NzA5Mg@@._V1_SX300.jpg;7.01.2010;0,82;75;71;2,706;tt1114680;movie;07 Sep 2010;$281,350;N/A;N/A;DOÐRU;11;75/100;4;
Is Anybody There?;2008;PG-13;15.May.09;94 min;Drama;John Crowley;Peter Harness;Michael Caine, Bill Milner, Anne-Marie Duff;Set in 1980s seaside England, this is the story of Edward, an unusual ten-year-old boy growing up in an old people's home run by his parents. While his mother struggles to keep the family business afloat, and his father copes with the on-set of a mid-life crisis, Edward is busy tape-recording the elderly residents to try and discover what happens when they die. Increasingly obsessed with ghosts and the afterlife, Edward's is a rather lonely existence until he meets Clarence, the latest recruit to the home, a retired magician with a liberating streak of anarchy. This movie tells the story of this odd couple, a boy and an old man, facing life together, with Edward learning to live in the moment, and Clarence coming to terms with the past.;English;United Kingdom;https://m.media-amazon.com/images/M/MV5BYTk4NDY0ZWItMGIyYi00NGFhLTljMWYtM2IzYjcxYjhhODNjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg;6.07.2010;0,65;54;67;4,807;tt1130088;movie;17 Nov 2009;$2,026,756;N/A;N/A;DOÐRU;;54/100;2;
Lovely, Still;2008;PG;27.Mar.10;92 min;Drama, Romance;Nicholas Fackler;Nicholas Fackler, Tim Kasher;Martin Landau, Ellen Burstyn, Elizabeth Banks;A holiday fable that tells the story of an elderly man discovering love for the first time.;English;United States;https://m.media-amazon.com/images/M/MV5BMDZhZTUyNmMtNDc1Ni00YWRmLWI5MjQtZjJhOGUzYjM3NzZkXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg;7.01.2010;0,73;57;71;2,228;tt1150947;movie;13 Sep 2010;$127,564;N/A;N/A;DOÐRU;;57/100;3;
Huacho;2009;N/A;09 Dec 2009;89 min;Drama;Alejandro Fernández Almendras;Alejandro Fernández Almendras;Manuel Hernández, Alejandra Yañez, Cornelio Villagrán;A Chilean family deals with the new values in a quickly changing world.;Spanish;Chile, France, Germany;https://m.media-amazon.com/images/M/MV5BY2I4YjJiN2UtOGFiOC00YjUyLWJmN2MtNWJmNmZhZWU5ODk4XkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg;6.06.2010;;N/A;66;204;tt1157552;movie;N/A;N/A;N/A;N/A;DOÐRU;1;;7;
Whatever Works;2009;PG-13;03 Jul 2009;93 min;Comedy, Romance;Woody Allen;Woody Allen;Evan Rachel Wood, Larry David, Henry Cavill;"Attempting to impress his ideologies on religion, relationships, and the randomness (and worthlessness) of existence, lifelong New York resident Boris Yellnikoff rants to anyone who will listen, including the audience. But when he begrudgingly allows naive Mississippi runaway Melodie St. Ann Celestine to live in his apartment, his reclusive rages give way to an unlikely friendship and Boris begins to mold the impressionable young girl's worldly views to match his own. When it comes to love, ""whatever works"" is his motto, but his already perplexed life complicates itself further when Melodie's parents eventually track her down.";English;United States, France;https://m.media-amazon.com/images/M/MV5BMTU2NTA4NzgyNl5BMl5BanBnXkFtZTcwNzEzMjQ1Mg@@._V1_SX300.jpg;7.01.2010;0,5;45;71;72,983;tt1178663;movie;27 Oct 2009;$5,306,706;N/A;N/A;DOÐRU;2;45/100;1;
A Walk in the Woods;2015;R;02 Sep 2015;104 min;Adventure, Biography, Comedy;Ken Kwapis;Michael Arndt, Bill Holderman, Bill Bryson;Robert Redford, Nick Nolte, Emma Thompson;"In this new comedy adventure, celebrated travel writer, Bill Bryson (Robert Redford), instead of retiring to enjoy his loving and beautiful wife, Catherine (Dame Emma Thompson), and large and happy family, challenges himself to hike the Appalachian Trail - two thousand two hundred miles of America's most unspoiled, spectacular and rugged countryside from Georgia to Maine. The peace and tranquility he hopes to find, though, is anything but, once he agrees to being accompanied by the only person he can find willing to join him on the trek - his long-lost and former friend Stephen Katz (Nick Nolte), a down-on-his-luck serial philanderer who, after a lifetime of relying on his charm and wits to keep one step ahead of the law - sees the trip as a way to sneak out of paying some debts and sneak into one last adventure before its too late. The trouble is, the two have a completely different definition of the word, ""adventure"". Now they're about to find out that when you push yourself to the edge, the real fun begins.";English;United States;https://m.media-amazon.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_SX300.jpg;6.04.2010;0,47;51;64;26,444;tt1178665;movie;29 Dec 2015;$29,504,281;N/A;N/A;DOÐRU;;51/100;1;
